id,nombre,tipo_cocina,localizacion,descripcion,puntuacion_media,num_valoraciones
107,Pizzería Rica,americana,Zaragoza,"El equipo de cocina apuesta por sabores intensos. Restaurante de cocina india situado en un entorno elegante pero cercano. Incluye opciones sin gluten bajo petición. Especializado en tapas variadas para compartir, resulta ideal para brunch de fin de semana.",3.73,458
108,Taberna Viva,vegana,Ourense,"Restaurante de cocina vegana situado en un entorno romántico con iluminación tenue. El local admite reservas para grupos grandes. Especializado en ramen casero con caldo de larga cocción, resulta ideal para comidas rápidas entre semana. Es habitual encontrar productos de temporada en el menú.",4.32,458
109,Cantina House,japonesa,A Coruña,"La presentación de los platos está muy cuidada. El local admite reservas para grupos grandes. Restaurante de cocina italiana situado en un entorno animado y perfecto para grupos. Especializado en tapas variadas para compartir, resulta ideal para comidas de negocio.",3.64,386
110,Brasserie Gourmet,gallega,Valencia,"La cocina es visible desde la sala principal. Restaurante de cocina fusión situado en un entorno romántico con iluminación tenue. Especializado en ensaladas healthy con productos de temporada, resulta ideal para cenas en pareja. Suele incorporar sugerencias fuera de carta.",4.61,478
111,Tapas Delicias,india,Sevilla,"Restaurante de cocina mediterránea situado en un entorno urbano de estilo industrial. Especializado en platos de cuchara tradicionales, resulta ideal para eventos de empresa. La relación calidad-precio es uno de sus puntos fuertes. El servicio es cercano y cuida cada detalle.",3.78,430
112,Pizzería Rica,mediterránea,Málaga,"La presentación de los platos está muy cuidada. Restaurante de cocina italiana situado en un entorno urbano de estilo industrial. La cocina es visible desde la sala principal. Especializado en carnes a la brasa de larga maduración, resulta ideal para eventos de empresa.",3.63,248
113,Osteria Delicias,mediterránea,Zaragoza,"La cocina es visible desde la sala principal. Restaurante de cocina india situado en un entorno urbano de estilo industrial. La relación calidad-precio es uno de sus puntos fuertes. Especializado en carnes a la brasa de larga maduración, resulta ideal para eventos de empresa.",3.64,118
114,Asador Viva,gallega,Málaga,"Restaurante de cocina mexicana situado en un entorno urbano de estilo industrial. El servicio es cercano y cuida cada detalle. Especializado en ramen casero con caldo de larga cocción, resulta ideal para eventos de empresa. La relación calidad-precio es uno de sus puntos fuertes.",4.93,29
115,Pizzería Select,gallega,Barcelona,"Restaurante de cocina mediterránea situado en un entorno informal y desenfadado. Cuenta con carta de vinos seleccionada y cervezas artesanas. El equipo de cocina apuesta por sabores intensos. Especializado en pizzas artesanales al horno de leña, resulta ideal para comidas de negocio.",4.14,467
116,Steakhouse Rica,healthy,Sevilla,"Dispone de menú del día con varias alternativas. Se pueden adaptar platos al gusto del cliente. Restaurante de cocina italiana situado en un entorno moderno y luminoso. Especializado en hamburguesas gourmet con pan brioche, resulta ideal para salidas con amigos.",4.05,334
117,Curry Fusión,vegana,Santiago,"Restaurante de cocina mediterránea situado en un entorno tranquilo y silencioso. Ofrece opciones para vegetarianos y celíacos. Es habitual encontrar productos de temporada en el menú. Especializado en ensaladas healthy con productos de temporada, resulta ideal para comidas de negocio.",4.79,223
118,Asador Zen,americana,Pontevedra,"La relación calidad-precio es uno de sus puntos fuertes. Restaurante de cocina china situado en un entorno romántico con iluminación tenue. Especializado en hamburguesas gourmet con pan brioche, resulta ideal para brunch de fin de semana. Cuenta con carta de vinos seleccionada y cervezas artesanas.",4.32,226
119,Fonda Atlántico,healthy,Barcelona,"Especializado en pizzas artesanales al horno de leña, resulta ideal para salidas con amigos. Suele incorporar sugerencias fuera de carta. Restaurante de cocina mediterránea situado en un entorno elegante pero cercano. Cuenta con carta de vinos seleccionada y cervezas artesanas.",4.0,30
120,Casa Fusión,china,Santiago,"Incluye opciones sin gluten bajo petición. Restaurante de cocina gallega situado en un entorno romántico con iluminación tenue. La presentación de los platos está muy cuidada. Especializado en postres caseros inspirados en recetas locales, resulta ideal para eventos de empresa.",3.88,326
121,Tapas Urbano,italiana,Pontevedra,"Restaurante de cocina japonesa situado en un entorno animado y perfecto para grupos. Especializado en carnes a la brasa de larga maduración, resulta ideal para salidas con amigos. Suele incorporar sugerencias fuera de carta. Incluye opciones sin gluten bajo petición.",4.74,169
122,Pizzería Galicia,healthy,Valencia,"La mayoría de los ingredientes son de proximidad. Cuenta con carta de vinos seleccionada y cervezas artesanas. Restaurante de cocina india situado en un entorno urbano de estilo industrial. Especializado en ramen casero con caldo de larga cocción, resulta ideal para salidas con amigos.",4.38,434
123,Steakhouse House,japonesa,Sevilla,"Ofrece opciones para vegetarianos y celíacos. Especializado en postres caseros inspirados en recetas locales, resulta ideal para comidas de negocio. Suele incorporar sugerencias fuera de carta. Restaurante de cocina mediterránea situado en un entorno animado y perfecto para grupos.",4.28,199
124,Steakhouse Atlántico,mexicana,A Coruña,"Restaurante de cocina vegana situado en un entorno urbano de estilo industrial. Incluye opciones sin gluten bajo petición. Especializado en tacos mexicanos con salsas caseras, resulta ideal para eventos de empresa. Se pueden adaptar platos al gusto del cliente.",3.77,207
125,Wok Lumière,india,Lugo,"Restaurante de cocina gallega situado en un entorno romántico con iluminación tenue. El espacio combina mesas altas y bajas. Especializado en hamburguesas gourmet con pan brioche, resulta ideal para brunch de fin de semana. El servicio es cercano y cuida cada detalle.",4.15,127
126,Tapas Galicia,italiana,Málaga,"Suele incorporar sugerencias fuera de carta. Restaurante de cocina italiana situado en un entorno moderno y luminoso. Cuenta con carta de vinos seleccionada y cervezas artesanas. Especializado en sushi fresco preparado al momento, resulta ideal para comidas rápidas entre semana.",3.8,85
127,Casa Select,india,Barcelona,"El servicio es cercano y cuida cada detalle. La mayoría de los ingredientes son de proximidad. Especializado en carnes a la brasa de larga maduración, resulta ideal para comidas de negocio. Restaurante de cocina americana situado en un entorno moderno y luminoso.",3.65,38
128,Brasserie Roma,india,Valencia,"Especializado en hamburguesas gourmet con pan brioche, resulta ideal para salidas con amigos. Se pueden adaptar platos al gusto del cliente. La música de fondo crea un ambiente agradable. Restaurante de cocina mediterránea situado en un entorno romántico con iluminación tenue.",4.16,69
129,Tapas Galicia,gallega,Ourense,"La relación calidad-precio es uno de sus puntos fuertes. Especializado en pizzas artesanales al horno de leña, resulta ideal para celebraciones familiares. La cocina es visible desde la sala principal. Restaurante de cocina fusión situado en un entorno romántico con iluminación tenue.",3.62,436
130,Wok Rica,china,Sevilla,"Restaurante de cocina italiana situado en un entorno romántico con iluminación tenue. Especializado en platos de cuchara tradicionales, resulta ideal para comidas rápidas entre semana. El equipo de cocina apuesta por sabores intensos. Incluye opciones sin gluten bajo petición.",3.91,29
131,Cantina Friends,gallega,Ourense,"Restaurante de cocina gallega situado en un entorno informal y desenfadado. Especializado en platos de cuchara tradicionales, resulta ideal para salidas con amigos. Ofrece opciones para vegetarianos y celíacos. La relación calidad-precio es uno de sus puntos fuertes.",4.64,224
132,Cantina Zen,india,A Coruña,"Dispone de menú del día con varias alternativas. Especializado en platos de cuchara tradicionales, resulta ideal para cenas en pareja. Restaurante de cocina vegana situado en un entorno informal y desenfadado. La mayoría de los ingredientes son de proximidad.",3.96,163
133,Tandoori Viva,gallega,Valencia,"La mayoría de los ingredientes son de proximidad. La música de fondo crea un ambiente agradable. Especializado en platos de cuchara tradicionales, resulta ideal para brunch de fin de semana. Restaurante de cocina gallega situado en un entorno romántico con iluminación tenue.",3.96,332
134,Sushi Viva,americana,Barcelona,"Cuenta con carta de vinos seleccionada y cervezas artesanas. El equipo de cocina apuesta por sabores intensos. Restaurante de cocina americana situado en un entorno moderno y luminoso. Especializado en hamburguesas gourmet con pan brioche, resulta ideal para comidas de negocio.",4.0,326
135,Tandoori Castellana,mexicana,Zaragoza,"Restaurante de cocina india situado en un entorno moderno y luminoso. Especializado en hamburguesas gourmet con pan brioche, resulta ideal para comidas rápidas entre semana. La relación calidad-precio es uno de sus puntos fuertes. La música de fondo crea un ambiente agradable.",3.58,348
136,Ramen Delicias,italiana,Vigo,"Restaurante de cocina gallega situado en un entorno urbano de estilo industrial. El espacio combina mesas altas y bajas. Especializado en tapas variadas para compartir, resulta ideal para comidas rápidas entre semana. Incluye opciones sin gluten bajo petición.",4.99,302
137,Taberna Gourmet,china,Lugo,"Especializado en carnes a la brasa de larga maduración, resulta ideal para reuniones informales. La presentación de los platos está muy cuidada. La música de fondo crea un ambiente agradable. Restaurante de cocina mediterránea situado en un entorno elegante pero cercano.",4.15,360
138,Burger Lumière,mexicana,Lugo,"El servicio es cercano y cuida cada detalle. Restaurante de cocina gallega situado en un entorno acogedor y cálido. Especializado en postres caseros inspirados en recetas locales, resulta ideal para cenas en pareja. Se pueden adaptar platos al gusto del cliente.",3.7,285
139,Curry Galicia,japonesa,A Coruña,"Ofrece opciones para vegetarianos y celíacos. La presentación de los platos está muy cuidada. Restaurante de cocina americana situado en un entorno tranquilo y silencioso. Especializado en ramen casero con caldo de larga cocción, resulta ideal para brunch de fin de semana.",3.77,450
140,Curry World,healthy,Vigo,"Restaurante de cocina mexicana situado en un entorno urbano de estilo industrial. La mayoría de los ingredientes son de proximidad. El local admite reservas para grupos grandes. Especializado en ensaladas healthy con productos de temporada, resulta ideal para eventos de empresa.",3.71,405
141,Bistro Centro,japonesa,Lugo,"La relación calidad-precio es uno de sus puntos fuertes. El local admite reservas para grupos grandes. Especializado en ramen casero con caldo de larga cocción, resulta ideal para eventos de empresa. Restaurante de cocina mexicana situado en un entorno tranquilo y silencioso.",4.02,162
